hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
SN,"IntraHealth International, Dakar, Senegal",7,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/04sq27t34,PROMETRA International,77.3,https://ror.org/02st6h303,National Archives of Senegal,76.0
ET,"Health Financing Program, Clinton Health Access Initiative, Addis Ababa, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
ET,"Amref Health Africa in Ethiopia, P.O. Box 20855, Addis Ababa, 1000, Ethiopia",7,https://ror.org/03y6ab910,Farm Africa Ethiopia,80.0,https://ror.org/05cfwmz90,REACH ETHIOPIA,78.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),75.0
DZ,"Department of Technology, University Center Salhi Ahmed Naama (Ctr. Univ. Naama), Naama, Algeria",7,https://ror.org/01h4ne021,NEAL (Algeria),85.7,https://ror.org/016jwfw49,University Center of Barika,77.8,https://ror.org/04ecnk821,University Center of Aflou,76.9
GH,"Department of Educational Foundations, University of Education, P.O. Box 25, Winneba, Ghana",7,https://ror.org/00cdwva22,All Nations University,81.8,https://ror.org/00y1ekh28,"University of Education, Winneba",80.6,https://ror.org/01r22mr83,University of Ghana,78.9
ET,"Lifebox Foundation, Addis Ababa, Ethiopia",6,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/045205d09,Clinton Foundation,77.8
ML,"Malaria Research and Training Center, University of Sciences, Techniques and Technologies of Bamako, Bamako, Mali",6,https://ror.org/023rbaw78,"Université des Sciences, des Techniques et des Technologies de Bamako",77.9,https://ror.org/02s6w8y22,University of Bamako,70.0,https://ror.org/05nahnj25,University of Timbuktu,68.2
RW,"Department of Global Health and Social Medicine, Harvard Medical School, Kigali, Rwanda",6,https://ror.org/01x80wa12,OAZIS Health,75.0,https://ror.org/04c8tz716,University of Global Health Equity,67.7,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9
LY,"Department of Community Medicine, Tripoli University, Tripoli, Libya",6,https://ror.org/00taa2s29,University of Tripoli,85.7,https://ror.org/03707rf96,University of Tripoli Al-ahlia,81.5,https://ror.org/02ytxkh27,Sirte University,75.0
EG,"Internal Medicine and Gastroenterology Department, National Hepatology and Tropical Research Institute, Cairo, Egypt",6,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/0532wcf75,Electronics Research Institute,80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9
ZM,"Department of Oncology, Cancer Diseases Hospital, Lusaka, Zambia",6,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/03ke6ew70,Department of Fisheries,75.7,https://ror.org/00hwt9s33,St Francis’ Hospital,63.2
MA,"Department of Virology, Pasteur Institute of Morocco, Casablanca, Morocco",6,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
SL,"34 Military Hospital, Freetown, Sierra Leone",6,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,65.7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,63.0
RW,"Rwanda International Institute of Ophthalmology, Kigali, Rwanda",6,https://ror.org/01t34hq68,Rwanda Diabetes Association,66.7,https://ror.org/03jggqf79,Rwanda Biomedical Center,66.7,https://ror.org/00vn3f760,Rwanda Pediatric Association,65.2
KE,"Health Systems and Research Ethics, KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya",6,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/042e5sj03,mHealth (Kenya),72.7,https://ror.org/02353ej91,LVCT Health,70.6
ZM,"Department of National Parks and Wildlife, Chilanga, Zambia",6,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/03ke6ew70,Department of Fisheries,75.7,https://ror.org/0321gjx92,The Salvation Army Zambia,61.9
GH,"Department of Economics, SD Dombo University of Business and Integrated Development Studies, Wa, Ghana",6,https://ror.org/01rx64j22,Simon Diedong Dombo University of Business and Integrated Development Studies,88.3,https://ror.org/01r22mr83,University of Ghana,78.9,https://ror.org/00br9cf93,University of Mines and Technology,76.5
NG,"Department of Pediatrics, Murtala Mohammed Specialist Hospital, Kano, Nigeria",6,https://ror.org/03gn3dp35,Adamore (Nigeria),76.9,https://ror.org/02ypmq936,Caritas Nigeria,69.6,https://ror.org/03cmxf662,Solina Group (Nigeria),66.7
CI,"Taï Chimpanzee Project, Centre Suisse de Recherches Scientifiques, Abidjan, Cote d'Ivoire",6,https://ror.org/03fcb4d35,Pigier Côte d'Ivoire,76.5,https://ror.org/037y0xy94,Centre National de Recherche Agronomique,67.5,https://ror.org/019374v57,Santé Espoir Vie Côte d'Ivoire,65.2
GA,"Agence Nationale des Parcs Nationaux (ANPN), Libreville, Gabon",6,https://ror.org/00aqh6z65,École Nationale d'Administration,68.8,https://ror.org/03w418j08,Libreville Hospital,68.6,https://ror.org/03qy49k44,National Agency for National Parks,64.7
ZA,"Freshwater Research Centre, Scarborough, South Africa",6,https://ror.org/03ve8wd49,GS1 South Africa,90.3,https://ror.org/02a4gss26,Sasol (South Africa),83.9,https://ror.org/03wb61205,Sappi (South Africa),83.9
ZA,"School of Chemical and Minerals Engineering, North West University, Potchefstroom, South Africa",6,https://ror.org/010f1sq29,North-West University,95.2,https://ror.org/05vkc3y92,Omnia (South Africa),90.9,https://ror.org/02g2syx91,Eskom (South Africa),90.9
TN,"Univ. Manouba, ISBST, BVBGR-LR11ES31, Biotechpole Sidi Thabet, Ariana, 2020, Tunisia",6,https://ror.org/02tnr6p29,Roche (Tunisia),76.2,https://ror.org/05ya3va27,Sarost (Tunisia),72.7,https://ror.org/03c6tcr26,Graphtech (Tunisia),64.0
ZA,"Chris Hani Baragwanath Academic Hospital, South Africa",6,https://ror.org/02a4gss26,Sasol (South Africa),90.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
UG,"Kisoro District Hospital, Kisoro, Uganda",6,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/05fs4ar13,Soroti Hospital,80.0
BW,"Princess Marina Hospital, Botswana",6,https://ror.org/00afwwp34,Statistics Botswana,71.0,https://ror.org/00ad1c858,Botswana Vaccine Institute (Botswana),65.5,https://ror.org/01encsj80,University of Botswana,64.9
MA,"Rabat Business School, Université Internationale de Rabat, Rabat, Morocco",6,https://ror.org/00nvwb533,Université Internationale de Casablanca,84.6,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/02wj89n04,Université Ibn-Tofail,76.2
KE,"Reproductive Health Program, Population Council, Nairobi, Kenya",6,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02nmyab03,Nyanza Reproductive Health Society,74.1,https://ror.org/02353ej91,LVCT Health,72.7
TN,"Laboratoire des Plantes Extrêmophiles, Centre de Biotechnologie de Borj Cedria, BP 901, Hammam Lif, 2050, Tunisia",6,https://ror.org/02tnr6p29,Roche (Tunisia),76.2,https://ror.org/05ya3va27,Sarost (Tunisia),72.7,https://ror.org/0197vzs73,Center of Biotechnogy of Borj Cédria,72.2
MA,"Laboratory of Biotechnology and Natural Resources Valorization, Faculty of Sciences, Ibn Zohr University, Agadir, Morocco",6,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/025rbpt60,Eurofilet (Morocco),69.2
NG,"Center for Bioethics and Research, Ibadan, Nigeria",6,https://ror.org/03gn3dp35,Adamore (Nigeria),81.5,https://ror.org/00tgp6v56,Center for Clinical Care and Research in Nigeria,79.2,https://ror.org/02ypmq936,Caritas Nigeria,74.1
GH,"Department of Land Management, SD Dombo University of Business and Integrated Development Studies, Wa, Ghana",6,https://ror.org/01rx64j22,Simon Diedong Dombo University of Business and Integrated Development Studies,88.3,https://ror.org/01r22mr83,University of Ghana,78.9,https://ror.org/00br9cf93,University of Mines and Technology,76.5
GH,"CSIR-Crops Research Institute, Fumesua, Ghana",6,https://ror.org/052smz949,Cocoa Research Institute of Ghana,81.8,https://ror.org/027786x52,Forestry Research Institute of Ghana,80.6,https://ror.org/043e0fg15,Chartered Institute of Marketing Ghana,68.8
KE,"Turkana Basin Institute, Nairobi, Kenya",6,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05xf6v732,Zihi Institute,78.6,https://ror.org/04ke81j60,Katiba Institute,75.0
ZM,"Zambian Carnivore Programme, Eastern Province, Mfuwe, Zambia",6,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/054gnsn02,Zambia Catholic University,61.9,https://ror.org/00vz50m28,Zambian Open University,61.5
ST,"Fundação Príncipe, Santo António, Sao Tome and Principe",6,https://ror.org/04x73xf58,Universidade de São Tomé e Príncipe,60.0,https://ror.org/01p5vg276,Centro Nacional de Endemias,48.1,https://ror.org/046w98q07,Ministério da Saúde,47.4
BW,"Ecoexist Trust, Maun, Botswana",6,https://ror.org/00afwwp34,Statistics Botswana,68.6,https://ror.org/00ad1c858,Botswana Vaccine Institute (Botswana),66.7,https://ror.org/01encsj80,University of Botswana,66.7
ZM,"U.S. Agency for International Development, Lusaka, Zambia",6,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/05p432337,WaterAid,62.5,https://ror.org/024bhvy46,Population Services International,62.3
MA,"Materials Science, New Energies and Applications Research Group, LPTPME Laboratory, Department of Physics, Faculty of Sciences, Mohammed 1st University, Oujda, 60000, Morocco",6,https://ror.org/00r8w8f84,Mohammed V University,85.7,https://ror.org/01ejxf797,Mohamed I University,80.0,https://ror.org/022dg8423,Danone (Morocco),72.7
ZW,"ICRISAT, Matopos Research Station, P.O. Box 776, Bulawayo, Zimbabwe",6,https://ror.org/0508qa918,Syngenta (Zimbabwe),71.4,https://ror.org/04ze6rb18,University of Zimbabwe,66.7,https://ror.org/00j0gr892,Women's Coalition of Zimbabwe,57.1
KE,"School of Science and Informatics, Taita Taveta University, Voi, Kenya",6,https://ror.org/050pcd452,KCA University,85.7,https://ror.org/03s72rc96,Open University of Kenya,84.4,https://ror.org/01ccvyq03,Gretsa University,82.4
MZ,"WE Consult, Maputo, Mozambique",6,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/00vvdxm97,Grupo João Ferreira dos Santos (Mozambique),72.0,https://ror.org/010va4625,Catholic University of Mozambique,66.7
NG,"Slum and Rural Health Initiative Research Academy, Ibadan, Nigeria",6,https://ror.org/03gn3dp35,Adamore (Nigeria),81.5,https://ror.org/02ypmq936,Caritas Nigeria,74.1,https://ror.org/02z972f25,Girls Power Initiative,68.2
ZA,"Western Cape Government: Health, Cape Town, South Africa",6,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
GH,"Department of Development Studies, SD Dombo University of Business and Integrated Development Studies, Wa, Ghana",6,https://ror.org/01rx64j22,Simon Diedong Dombo University of Business and Integrated Development Studies,90.9,https://ror.org/01r22mr83,University of Ghana,78.9,https://ror.org/00br9cf93,University of Mines and Technology,76.5
GH,"L & E Research Consult Ltd, Upper West Region, Ghana",6,https://ror.org/05jtyp735,Webster University Ghana,63.4,https://ror.org/04d3cfv77,Writers Project of Ghana,63.4,https://ror.org/01r22mr83,University of Ghana,62.9
ET,"Addis Ababa Health Bureau, Addis Ababa, Ethiopia",6,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/038b8e254,Addis Ababa University,72.2
GH,"Center for Health Literacy and Rural Health Promotion, Accra, Ghana",6,https://ror.org/05c7h4935,Ministry of Health,68.6,https://ror.org/00cn65j92,Bomarts Farms (Ghana),63.2,https://ror.org/05n15pq14,Centre for Plant Medicine Research,61.0
CM,"International Joint Laboratory DYCOFAC, IRGM-UY1-IRD, Yaounde, Cameroon",6,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),71.4,https://ror.org/03dktz122,Helen Keller International,66.7
GH,"Center for Learning and Childhood Development-Ghana, Accra, Ghana",6,https://ror.org/0390fys98,Centre for African Wetlands,72.0,https://ror.org/05n15pq14,Centre for Plant Medicine Research,63.3,https://ror.org/00cn65j92,Bomarts Farms (Ghana),62.5
NA,"Windhoek Central Hospital, Windhoek, Namibia",6,https://ror.org/03tf2hn88,Potentia (Namibia),74.1,https://ror.org/00w0c8s08,National Library of Namibia,59.6,https://ror.org/03gjxrs28,National Art Gallery of Namibia,58.1
NG,"IVAN Research Institute, Enugu, Nigeria",6,https://ror.org/00zagyr65,Forestry Research Institute of Nigeria,83.6,https://ror.org/00xsc8q85,Cocoa Research Institute of Nigeria,82.9,https://ror.org/01n32nv86,Lake Chad Research Institute,78.4
CM,"University of Yaounde II, Yaounde, Cameroon",6,https://ror.org/051sa4h84,University of Maroua,89.5,https://ror.org/041kdhz15,University of Buea,88.2,https://ror.org/03gq1d339,University of Ngaoundéré,86.4
SL,"Princess Christian Maternity Hospital, Freetown, Sierra Leone",6,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,66.7,https://ror.org/001yeme89,Eastern Technical University of Sierra Leone,65.1
NG,"Department of Obstetrics and Gynaecology, Alex Ekwueme Federal University Teaching Hospital, Abakaliki, Nigeria",6,https://ror.org/042vvex07,Jos University Teaching Hospital,90.6,https://ror.org/00gkd5869,Lagos University Teaching Hospital,88.2,https://ror.org/00qs33y73,Bowen University Teaching Hospital,88.2
NG,"Jhpiego, Abuja, Nigeria",6,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/03v4mhk58,World Health Organization - Nigeria,64.7
ET,"Gandhi Memorial Hospital, Addis Ababa, Ethiopia",6,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
ET,"St. Paul Institute for Reproductive Health and Rights, Addis Ababa, Ethiopia",6,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
UG,"Mulago Specialized Women and Neonatal Hospital, Kampala, Uganda",6,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/04p73je79,Angal Hospital,85.7,https://ror.org/02rhp5f96,Mulago Hospital,82.8
MG,"Mention Zoologie et Biodiversité Animale, Faculté des Sciences, Université d'Antananarivo, Antananarivo, Madagascar",6,https://ror.org/02w4gwv87,University of Antananarivo,88.5,https://ror.org/00pd4qq98,Université d’Antsiranana,87.5,https://ror.org/00hhvp820,Université de Mahajanga,78.3
MA,"Hassan II University of Casablanca, Casablanca, Morocco",6,https://ror.org/001q4kn48,University of Hassan II Casablanca,82.4,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/01ejxf797,Mohamed I University,75.0
LS,"Matrix Support Group, Maseru, Lesotho",6,https://ror.org/04j4j0a75,National University of Lesotho,51.2,https://ror.org/04yadxf37,Ministry of Health,43.8,https://ror.org/000cqmf02,Department of Agricultural Research,43.3
ZA,"Oxford Research South Africa, East London, South Africa",6,https://ror.org/05vkc3y92,Omnia (South Africa),90.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
ZW,"Africaid, Harare, Zimbabwe",6,https://ror.org/05e0nrg39,Africare,85.7,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/03d3h3882,"National Institute of Health Research, Zimbabwe",70.3
ZA,"USAID, Pretoria, South Africa",6,https://ror.org/05vkc3y92,Omnia (South Africa),91.4,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02a4gss26,Sasol (South Africa),87.5
KE,"IAVI, Nairobi, Kenya",6,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/03rppv730,Aga Khan University Hospital Nairobi,66.7,https://ror.org/02szmkw66,Child Aid Organization Kenya,66.7
TN,"University Tunis El Manar, Tunis, Tunisia",6,https://ror.org/03f8nwf60,Solar23 Tunisie (Tunisia),82.1,https://ror.org/02a6s9190,ENSIT,80.0,https://ror.org/029cgt552,Tunis El Manar University,80.0
EG,"Department of Biochemistry and Molecular Genetics, Faculty of Physical Therapy, Horus University - Egypt, New Damietta, Egypt",6,https://ror.org/02nzd5081,Arish University,81.2,https://ror.org/035hzws46,Luxor University,81.2,https://ror.org/04zpt4h82,IBM (Egypt),80.0
RW,"Rwanda Meteorology Agency, Nyarugenge KN 96 St, Kigali, Rwanda",6,https://ror.org/00wsrxw08,Rwanda Meteorological Service,75.5,https://ror.org/0247phc34,Rwanda Development Board,64.9,https://ror.org/03jggqf79,Rwanda Biomedical Center,64.9
BF,"West African Science Service Centre on Climate Change and Adapted Land Use (WASCAL), Ouagadougou, Burkina Faso",6,https://ror.org/0404w7c41,AFRICSanté,70.0,https://ror.org/05w5n1x92,West African Health Organisation,64.0,https://ror.org/04nhm0g90,Centre Muraz,58.3
ZW,"International Maize and Wheat Improvement Centre (CIMMYT), Harare, Zimbabwe",6,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/05e0nrg39,Africare,62.5,https://ror.org/04ze6rb18,University of Zimbabwe,62.5
ZA,"National Institute for Theoretical and Computational Sciences (NITheCS), Cape Town, South Africa",6,https://ror.org/01jgv6w72,National Institute for Theoretical Physics,90.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2
GH,"Allen Clinic, Family Healthcare Services, Kumasi, Ghana",6,https://ror.org/052ss8w32,Ghana Health Service,75.0,https://ror.org/05c7h4935,Ministry of Health,66.7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),62.1
ZA,"School of Public Health, Faculty of Community and Health Sciences, University of Western Cape, Cape Town, South Africa",6,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
SN,"Faculty of Economics and Management, Alioune Diop University, Bambey, Senegal",6,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/04je6yw13,Cheikh Anta Diop University,74.1,https://ror.org/0485abs19,Université Alioune Diop de Bambey,72.7
MZ,"Faculdade de Agronomia e Engenharia Florestal, Universidade Eduardo Mondlane, Maputo, Mozambique",6,https://ror.org/035630h07,Universidade Save,82.4,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/05n8n9378,Eduardo Mondlane University,70.4
KE,"Centre for International Forestry Research and World Agroforestry (CIFOR-ICRAF), Nairobi, Kenya",6,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/01kmz4383,World Agroforestry Centre,84.0,https://ror.org/01qb5qa49,Amref International University,73.3
